index,user,path,rating
1173,7,217,1.2071774
1174,44,210,1.8560957
1175,13,344,3.4930868
1176,5,32,1.518566
1177,40,111,2.6692295
1178,37,301,1.6969081
1179,17,344,0.8822741
1180,3,243,0.21592143
1181,14,331,4.661617
1182,37,332,4.437443
1183,11,231,2.7227483
1184,45,152,0.5835748
1185,30,51,4.9240985
1186,9,424,1.8442233
1187,31,132,4.2777042
1188,13,210,1.4127879
1189,30,28,0.5935088
1190,31,137,2.4144666
1191,12,220,4.4377804
1192,45,202,0.801636
1193,43,140,4.2471232
1194,38,276,0.14885044
1195,47,372,0.33915457
1196,26,292,4.358247
1197,3,412,0.25774115
1198,1,139,4.6292753
1199,35,351,4.4306045
1200,3,216,4.1192093
1201,20,189,2.4287887
1202,35,116,2.369213
1203,16,280,1.1516566
1204,13,182,3.387763
1205,44,254,0.88810635
1206,2,354,0.40104103
1207,16,329,3.310295
1208,27,395,2.5869064
1209,18,350,2.3060045
1210,5,125,0.3033735
1211,36,267,0.5466408
1212,33,107,1.5298682
1213,8,4,0.7646495
1214,4,57,1.5730101
1215,37,234,4.517677
1216,37,373,4.877804
1217,22,318,4.416535
1218,33,123,1.6188381
1219,16,121,2.332504
1220,23,127,4.8805966
1221,15,117,1.1514441
1222,49,354,1.2018882
1223,12,342,2.5239642
1224,46,146,2.2134428
1225,4,373,2.109665
1226,48,32,1.8842181
1227,23,27,0.9071249
1228,45,267,4.8115735
1229,45,58,3.763137
1230,23,120,3.8435233
1231,26,128,1.0846455
1232,30,47,0.24575937
1233,43,208,1.9272674
1234,45,317,2.7674148
1235,47,313,2.2056823
1236,7,305,0.7680173
1237,9,329,4.687767
1238,13,34,1.418861
1239,30,111,2.8441653
1240,49,22,3.0351217
1241,24,346,0.89544606
1242,4,23,1.8475608
1243,3,225,4.754063
1244,20,227,0.36185566
1245,40,436,2.6224296
1246,11,186,2.9404964
1247,16,214,2.8779507
1248,42,142,1.79208
1249,46,234,4.1990314
1250,38,400,0.33835196
1251,17,149,1.0663046
1252,22,33,1.9715481
1253,22,176,3.8992033
1254,10,288,0.32332194
1255,21,110,3.2391074
1256,7,308,2.40783
1257,49,98,2.193191
1258,20,17,0.20982593
1259,43,120,0.29272792
1260,41,227,3.7287555
1261,47,363,2.1286962
1262,40,250,1.4061662
1263,36,238,1.9920535
1264,4,145,4.539832
1265,16,296,2.048697
1266,15,130,4.0257716
1267,26,80,2.2565215
1268,32,197,4.6196914
1269,23,379,3.9528584
1270,11,148,0.7562482
1271,16,193,1.7623291
1272,36,227,2.1243494
1273,46,350,2.9265091
1274,29,420,2.1536827
1275,21,234,4.6487327
1276,9,2,4.127202
1277,12,352,3.0256777
1278,2,196,2.6350002
1279,41,47,2.189712
1280,37,78,3.1777544
1281,19,158,0.52399915
1282,38,276,4.316345
1283,45,72,2.124582
1284,1,74,4.9193454
1285,21,253,3.0737143
1286,29,347,3.352282
1287,27,35,1.8812083
1288,41,76,1.848389
1289,34,30,2.0679936
1290,40,213,1.4746519
1291,27,342,4.083147
1292,19,168,1.8152436
1293,16,100,0.7286235
1294,6,428,1.5173551
1295,12,100,3.0746963
1296,27,244,4.024138
1297,12,254,1.3530432
1298,26,152,1.7631491
1299,33,238,4.0952034
1300,20,328,0.7084976
1301,17,135,1.1837465
1302,37,102,1.5031357
1303,13,65,0.3294518
1304,42,119,2.0609915
1305,7,288,0.4561281
1306,26,361,2.1800628
1307,9,11,3.9349494
1308,7,165,1.1312292
1309,27,3,1.4049507
1310,20,90,3.1284502
1311,47,342,1.3637315
1312,46,375,0.74389875
1313,28,275,4.492935
1314,1,417,0.7481786
1315,4,257,3.7366765
1316,4,255,4.8067813
1317,36,376,4.54491
1318,26,195,0.24112889
1319,37,142,2.827483
1320,19,362,4.2878942
1321,3,375,4.187399
1322,5,327,4.2933335
1323,23,90,4.558534
1324,36,392,2.009361
1325,20,263,4.7561526
1326,14,256,1.6263605
1327,15,373,4.92928
1328,28,241,2.0193796
1329,45,336,2.258069
1330,33,354,2.1443841
1331,46,345,2.7934718
1332,43,21,2.551817
1333,35,328,1.6861467
1334,19,273,3.1218622
1335,20,417,1.906217
1336,22,405,2.917784
1337,9,279,2.401557
1338,35,344,0.3169142
1339,6,83,0.7770308
1340,37,340,3.6528952
1341,43,235,2.3523445
1342,48,264,3.7245882
1343,25,158,2.8283236
1344,34,83,3.3931623
1345,27,82,3.7371588
1346,37,427,4.588743
1347,22,6,3.788307
1348,19,69,1.814499
1349,19,160,2.0851338
1350,10,13,1.3835499
1351,49,214,2.1649332
1352,17,392,3.658981
1353,44,330,2.7063525
1354,15,389,2.245984
1355,23,53,1.6542457
1356,39,90,3.6170363
1357,21,342,1.4505005
1358,33,423,1.530008
1359,41,377,3.5535488
1360,47,183,1.6211358
1361,20,352,2.3836498
1362,45,114,1.3198602
1363,24,10,1.2685753
1364,41,154,2.6412113
1365,14,93,2.0845478
1366,45,281,1.5166823
1367,15,139,0.5655724
1368,5,280,1.6684371
1369,42,385,2.0826948
1370,19,195,3.8439496
1371,25,372,1.8414484
1372,6,91,1.6546881
1373,13,359,3.9128227
1374,44,379,1.3159453
1375,38,354,3.6113687
1376,16,108,2.8369
1377,27,218,0.79293007
1378,7,157,2.9962907
1379,2,382,2.4244819
1380,42,330,1.0917178
1381,36,231,1.0269262
1382,45,357,0.72079664
1383,21,177,0.17700398
1384,29,2,4.1812863
1385,34,295,3.6182084
1386,30,261,2.6389031
1387,5,310,2.343276
1388,10,76,3.1640754
1389,32,133,3.7011697
1390,27,20,2.517423
1391,41,138,3.0253317
1392,29,21,4.7406216
1393,6,333,1.7829585
1394,45,365,2.897847
1395,19,206,0.21064416
1396,30,252,0.26565507
1397,11,77,0.62631845
1398,32,325,2.2883186
1399,21,62,2.8913858
1400,33,397,4.102644
1401,38,218,4.35597
1402,17,248,0.91109836
1403,48,431,0.54035246
1404,15,72,4.7821217
1405,4,391,2.1363423
1406,19,86,1.764576
1407,46,334,2.4169872
1408,47,214,2.1885822
1409,38,201,3.0657213
1410,35,27,1.4600996
1411,22,46,3.8100164
1412,48,111,3.0224023
1413,3,134,1.924731
1414,40,373,3.1920834
1415,5,167,1.8079237
1416,49,123,1.7179371
1417,21,16,4.732008
1418,49,433,1.7302709
1419,2,319,3.9273624
1420,8,76,4.3910346
1421,30,422,4.6577616
1422,10,236,4.225883
1423,20,16,3.7451766
1424,33,321,3.3696017
1425,38,48,1.5327785
1426,29,10,4.5893793
1427,40,417,4.6587844
1428,17,241,0.84222376
1429,7,107,3.7908456
1430,29,237,0.19829434
1431,43,83,2.3885064
1432,8,156,1.8010296
1433,21,280,3.8341138
1434,23,180,0.9187225
1435,34,27,2.088032
1436,33,122,2.1564634
1437,20,376,1.3592978
1438,35,313,3.3321154
1439,22,95,2.6226995
1440,18,30,0.6375207
1441,47,327,2.6119032
1442,46,131,4.146013
1443,40,87,0.5011214
1444,43,152,2.4915113
1445,17,376,1.3457837
1446,3,173,1.7727597
1447,26,7,0.44750792
1448,25,89,3.9212458
1449,31,240,3.4294877
1450,14,41,4.7340674
1451,14,395,1.6796706
1452,8,363,4.4346213
1453,10,206,2.1845353
1454,27,165,0.9174277
1455,28,392,2.0137787
1456,33,58,4.492358
1457,14,165,1.2938508
1458,9,195,2.8255382
1459,8,194,0.58284277
1460,9,1,0.2448025
1461,3,131,2.6510623
1462,2,42,1.1720228
1463,3,208,4.847495
1464,30,129,1.259801
1465,13,41,2.1639943
1466,49,118,4.390779
1467,21,122,4.7180533
1468,43,315,2.6709905
1469,9,148,0.53876054
1470,28,220,2.9732633
1471,29,430,2.7008765
1472,30,183,4.9769225
1473,45,321,4.5962057
1474,47,205,2.956066
1475,37,393,1.2563567
1476,46,135,1.8808513
1477,30,124,1.3682044
1478,30,171,0.7532031
1479,9,58,2.631851
1480,39,168,2.461686
1481,16,392,2.1927404
1482,29,237,0.976929
1483,2,421,1.3941959
1484,36,168,1.9137101
1485,43,352,0.2948816
1486,27,368,3.6055086
1487,8,292,3.7317917
1488,15,187,3.330094
1489,31,310,3.2890332
1490,29,344,1.7619842
1491,25,97,2.4219756
1492,48,346,4.4663
1493,39,61,3.5712087
1494,8,384,1.2156981
1495,46,226,1.8825495
1496,24,112,4.9928327
1497,26,128,0.17200588
1498,11,371,3.3915126
1499,34,232,4.4512806
1500,22,250,3.2010024
1501,8,27,2.7410305
1502,47,103,3.7178397
1503,29,169,3.8803957
1504,43,159,0.9644934
1505,39,241,4.345471
1506,27,184,4.278952
1507,9,390,3.786169
1508,11,239,2.9201863
1509,14,153,4.472057
1510,44,197,2.7396874
1511,27,56,0.7136091
1512,34,318,1.1211911
1513,9,407,2.7458973
1514,4,198,1.2584682
1515,6,229,3.2317955
1516,17,76,3.3470743
1517,19,297,2.5409517
1518,22,121,3.5044792
1519,19,28,3.5225265
1520,3,338,2.353558
1521,10,243,1.144626
1522,13,213,2.7731318
1523,12,62,4.807353
1524,36,198,1.4881476
1525,37,435,0.5299729
1526,22,222,4.669513
1527,38,121,1.1900731
1528,1,389,3.070718
1529,39,162,1.5190687
1530,10,56,1.1234419
1531,28,57,1.3627188
1532,48,314,4.7159414
1533,7,54,3.3970935
1534,14,104,0.10119659
1535,27,8,0.24163531
1536,37,323,3.3642054
1537,27,382,4.0117817
1538,6,139,4.6718507
1539,1,417,2.2210226
1540,6,368,4.4938912
1541,34,343,2.5664423
1542,23,401,4.9902954
1543,8,104,0.72716063
1544,2,313,2.2442946
1545,22,302,3.8002956
1546,13,266,0.40648872
1547,28,79,4.6577144
1548,17,349,0.1919124
1549,22,351,2.8731081
1550,5,431,2.302673
1551,41,208,2.6864407
1552,46,295,3.9367614
1553,43,198,0.9137425
1554,42,22,1.763619
1555,19,210,3.170615
1556,5,96,2.9250567
1557,24,432,3.9959521
1558,44,115,2.3468394
1559,8,97,3.418764
1560,37,98,2.8262293
1561,27,27,1.8719642
1562,36,328,4.745197
1563,40,36,1.9164941
1564,38,300,3.7342024
1565,35,190,2.9562287
1566,12,218,1.9829255
1567,33,398,2.9568868
1568,29,235,4.617695
1569,14,129,4.5596504
1570,22,347,3.3548353
1571,48,171,0.37778553
1572,5,287,4.6063037
1573,48,211,1.9016788
1574,43,213,0.18049222
1575,44,7,4.544356
1576,38,288,1.7463303
1577,6,292,1.1785411
1578,22,21,2.948652
1579,49,25,3.578945
1580,6,230,1.987847
1581,28,157,3.199689
1582,25,4,4.3719344
1583,39,322,0.23888126
1584,25,320,4.981687
1585,48,390,4.6193247
1586,35,362,3.357758
1587,5,109,3.2237132
1588,43,236,0.74485064
1589,36,176,3.6694918
1590,4,167,0.45140123
1591,34,330,4.2713857
1592,40,50,2.500219
1593,18,228,4.656352
1594,33,212,1.9198703
1595,9,7,1.0171831
1596,33,320,3.943733
1597,18,70,0.91257256
1598,34,160,3.0941076
1599,10,72,2.3710523
1600,44,264,1.408785
1601,28,41,4.472514
1602,29,99,0.5751152
1603,43,218,1.2923642
1604,39,140,0.9951806
1605,11,294,1.8874916
1606,33,273,3.4440053
1607,13,394,4.359323
1608,12,127,4.598706
1609,12,348,1.7855089
1610,13,105,2.7437346
1611,33,180,0.8608719
1612,20,12,3.5683804
1613,32,224,2.715638
1614,21,93,1.573263
1615,12,3,1.5845257
1616,33,334,1.3232528
1617,42,128,2.0848398
1618,46,99,2.5783665
1619,1,283,1.4939373
1620,2,389,2.030462
1621,35,320,3.3946657
1622,3,239,1.1929483
1623,6,336,2.8018816
1624,31,198,1.1072241
1625,28,369,2.688098
1626,29,324,1.3506461
1627,13,398,4.1589217
1628,7,269,0.33869913
1629,12,43,0.63443846
1630,20,164,4.005773
1631,40,173,0.43093437
1632,38,67,1.8263953
1633,13,310,0.32375285
1634,33,338,1.6417196
1635,41,415,4.5859065
1636,44,35,0.6947963
1637,12,158,0.67191863
1638,23,91,3.647285
1639,33,189,1.4933128
1640,18,403,1.6685917
1641,25,346,3.1065896
1642,50,358,2.017979
1643,16,208,4.497439
1644,13,353,0.97706014
1645,20,172,2.3431447
1646,11,426,1.0048923
1647,29,157,2.1643386
1648,33,179,4.5821776
1649,43,269,3.0670297
1650,36,188,1.4920801
1651,6,319,2.530922
1652,22,314,1.2587502
1653,20,98,1.6843327
1654,50,436,1.6696025
1655,14,60,3.885034
1656,19,425,2.560797
1657,10,65,0.9692281
1658,47,134,4.4602675
1659,32,116,0.7754546
1660,30,97,0.41134518
1661,20,297,1.5230203
1662,26,47,2.3841355
1663,6,193,4.308593
1664,41,238,4.2792206
1665,37,138,1.8567268
1666,32,290,0.74947995
1667,2,183,2.237632
1668,4,140,1.79425
1669,11,419,3.2591546
1670,20,221,0.52901936
1671,36,213,0.46062085
1672,10,436,0.51044065
1673,43,169,4.1736736
1674,35,375,3.1621604
1675,50,102,4.8636765
1676,35,203,1.4591912
1677,11,237,0.17723832
1678,29,32,4.448174
1679,1,34,0.11985858
1680,12,102,0.8560873
1681,5,135,2.9075737
1682,42,318,0.21713221
1683,39,216,1.4913403
1684,9,234,2.1956506
1685,7,140,0.5619823
1686,22,231,4.5096235
1687,30,340,3.779801
1688,17,73,1.6900418
1689,30,77,1.4507892
1690,8,279,1.2133776
1691,18,87,3.9152749
1692,13,413,3.2476118
1693,3,163,3.3938284
1694,10,282,4.442606
1695,43,404,3.8863237
1696,50,207,3.984586
1697,41,370,1.0459291
1698,43,193,0.18830223
1699,41,318,3.1964707
1700,44,109,3.7801318
1701,40,71,1.702264
1702,11,333,1.4015572
1703,23,106,4.676899
1704,47,185,4.574129
1705,9,27,3.8997612
1706,16,413,3.4769652
1707,47,10,2.8863287
1708,50,383,1.5903798
1709,18,176,0.66549
1710,30,420,1.5311757
1711,34,374,1.728631
1712,11,142,2.0257585
1713,17,264,2.5596442
1714,24,364,0.76983565
1715,2,52,4.943488
1716,47,249,1.9783105
1717,29,366,1.066038
1718,28,402,4.0852876
1719,4,322,0.13859688
1720,9,322,3.9086187
1721,28,150,2.3876088
1722,46,322,2.9113185
1723,12,274,2.6612475
1724,46,411,1.4070842
1725,25,239,0.953081
1726,24,245,2.9271784
1727,2,82,1.666183
1728,22,431,2.0729904
1729,8,294,0.3411949
1730,30,270,0.6670497
1731,27,243,3.4376955
1732,3,230,2.8586962
1733,12,307,1.5650158
1734,35,267,3.4186168
1735,11,80,1.8586046
1736,35,366,0.66767776
1737,32,187,3.3093746
1738,11,379,2.764674
1739,38,354,0.108511865
1740,46,144,0.5430809
1741,37,248,2.2628841
1742,23,160,4.3443866
1743,41,290,3.1436012
1744,47,59,2.4308305
1745,15,436,3.7752957
1746,23,307,2.0543528
1747,46,409,0.849554
1748,25,44,4.414435
1749,37,124,1.201169
1750,10,304,2.3147993
1751,26,183,2.317234
1752,48,389,4.413003
1753,6,322,4.815761
1754,16,112,1.3083911
1755,25,310,1.424452
1756,39,119,4.1129003
1757,2,313,2.7565897
1758,42,312,2.940716
1759,3,301,2.1235156
1760,36,319,0.9148163
1761,17,125,0.690657
1762,33,224,3.0378683
1763,26,31,0.21623018
1764,7,7,2.500012
1765,28,141,3.304501
1766,21,79,4.3370404
1767,16,247,3.0242326
1768,13,99,3.212935
1769,30,352,4.956126
1770,43,19,2.1315806
1771,26,55,4.9389095
1772,7,300,2.082881
1773,40,297,4.2698545
1774,32,145,4.0400057
1775,2,154,4.40703
1776,12,420,4.566842
1777,10,381,0.7184622
1778,10,376,2.0835128
1779,12,2,4.4443736
1780,34,28,2.7352223
1781,3,270,4.5691686
1782,23,45,4.432469
1783,33,51,0.90407443
1784,15,121,0.33862814
1785,38,130,1.152347
1786,2,162,2.0134444
1787,40,342,1.722602
1788,8,331,2.6378334
1789,11,206,0.109724425
1790,40,55,2.167871
1791,28,164,4.6593356
1792,10,225,1.1029408
1793,1,135,3.8050437
1794,23,323,4.485561
1795,27,203,0.39553627
1796,48,248,2.4723625
1797,50,419,0.4832106
1798,30,255,0.45897684
1799,43,140,3.0296233
1800,46,140,1.2232783
1801,45,77,1.2783504
1802,41,302,0.30091137
1803,48,408,2.4623654
1804,31,45,4.979389
1805,19,258,1.0694367
1806,15,169,1.2290097
1807,4,83,3.3310468
1808,19,348,3.9906225
1809,17,49,4.404149
1810,46,177,0.6240736
1811,38,224,1.9212615
1812,7,434,0.5813773
1813,8,432,0.91380477
1814,2,185,2.3194983
1815,7,87,0.97403014
1816,33,173,0.20979781
1817,16,422,3.9365497
1818,35,289,1.794187
1819,38,183,2.2934256
1820,17,49,0.46175683
1821,23,9,3.7246952
1822,44,34,1.0985904
1823,43,227,0.85314953
1824,40,357,4.0800943
1825,49,226,3.6548402
1826,9,309,0.4494633
1827,11,145,2.2975228
1828,21,70,1.0577035
1829,49,133,0.730658
1830,2,327,0.10982611
1831,15,387,0.82475245
1832,45,18,3.7076132
1833,27,237,0.37007606
1834,21,333,3.1290178
1835,1,220,2.5482337
1836,10,162,3.3609507
1837,40,275,0.56869763
1838,21,165,2.2798836
1839,7,227,2.5212011
1840,47,337,4.154138
1841,49,434,0.678919
1842,49,33,0.5213768
1843,46,99,2.902201
1844,30,76,1.799768
1845,26,337,1.5952017
1846,35,345,0.47179115
1847,39,350,1.8746389
1848,39,217,4.6587615
1849,31,218,1.4297917
1850,7,329,4.93223
1851,41,270,0.11056399
1852,3,123,2.0008776
1853,49,63,2.507069
1854,33,357,4.849513
1855,6,345,0.86615574
1856,34,87,3.620004
1857,21,101,2.4639885
1858,17,318,1.7283874
1859,45,43,3.0571735
1860,45,416,4.037993
1861,32,139,4.520558
1862,5,275,1.4484137
1863,14,358,4.274155
1864,9,417,2.3309324
1865,23,365,4.2904778
1866,42,208,2.418379
1867,43,51,2.0347395
1868,33,149,1.3636882
1869,26,61,1.1217282
1870,44,258,2.3494449
1871,37,301,4.7478466
1872,34,162,3.8535137
1873,44,117,4.5368075
1874,33,32,4.69955
1875,45,362,1.4520619
1876,30,388,4.1711335
1877,21,102,3.3803568
1878,28,304,2.9099698
1879,27,417,2.9838085
1880,32,425,0.94531286
1881,42,198,3.5399776
1882,46,26,0.7940253
1883,13,10,0.15365478
1884,19,348,4.3774037
1885,19,115,1.7136813
1886,29,7,4.205829
1887,33,278,2.880882
1888,20,362,3.8244245
1889,2,35,2.880773
1890,8,2,2.2378857
1891,25,245,2.41285
1892,5,68,1.454596
1893,29,330,2.4698763
1894,13,242,4.813891
1895,20,405,0.5889728
1896,21,66,1.449393
1897,1,115,1.3377286
1898,22,302,3.4671042
1899,46,359,3.661814
1900,36,256,2.8154864
1901,5,331,4.189594
1902,34,206,1.1403401
1903,6,90,4.5885086
1904,26,185,4.825475
1905,48,105,4.7046127
1906,26,372,2.873095
1907,23,188,3.9464886
1908,37,408,0.13298026
1909,39,278,2.405208
1910,27,315,3.4862907
1911,28,256,3.3314342
1912,43,197,2.6093736
1913,5,53,2.8152409
1914,24,326,1.5334076
1915,29,27,0.15202667
1916,39,351,1.0222489
1917,40,72,4.661592
1918,44,3,0.7585598
1919,44,39,2.3964293
1920,13,218,1.5597454
1921,35,208,2.0466456
1922,28,344,0.2010513
1923,43,137,2.6328404
1924,46,153,2.341267
1925,47,305,1.7794178
1926,5,75,0.39831612
1927,9,169,2.3789866
1928,2,34,0.45684537
1929,20,385,1.3098497
1930,7,138,1.2817444
1931,36,183,4.0494366
1932,27,141,0.13182816
1933,19,113,1.4146086
1934,11,348,3.0891056
1935,2,93,3.609311
1936,11,402,3.2622015
1937,31,11,3.8076406
1938,6,283,3.9625318
1939,15,303,3.5490353
1940,21,38,4.617167
1941,40,188,0.16114998
1942,37,230,3.9863951
1943,35,328,0.48022848
1944,41,111,3.1295722
1945,18,344,1.8385732
1946,6,70,1.4368125
1947,24,181,3.8568804
1948,3,363,1.4995137
1949,8,159,4.261967
1950,36,13,0.7979345
1951,36,315,2.1587615
1952,23,300,2.1077306
1953,48,120,3.1985402
1954,30,312,4.101702
1955,20,273,1.3446159
1956,19,1,2.052653
1957,41,263,1.8541387
1958,10,91,4.8031974
1959,17,183,0.94014543
1960,30,197,4.7771883
1961,26,155,2.8262517
1962,38,282,4.1573687
1963,15,368,2.1236446
1964,31,228,3.0719528
1965,41,230,1.3329039
1966,33,42,2.5063727
1967,37,104,2.5102828
1968,42,316,4.511011
1969,35,273,2.2027624
1970,24,141,3.0758948
1971,31,42,2.4216821
1972,47,25,1.5734278
1973,25,181,3.3885322
1974,42,76,2.2174206
1975,31,30,0.8137365
1976,1,397,4.022708
1977,7,122,1.2736626
1978,31,243,0.22899325
1979,21,37,1.6088893
1980,26,53,2.5903313
1981,29,305,4.3230567
1982,19,115,2.713777
1983,10,374,3.8789182
1984,50,251,2.469883
1985,11,13,2.187893
1986,16,7,4.3781204
1987,32,326,2.8521001
1988,31,83,4.702658
1989,10,409,3.1661203
1990,44,158,4.530963
1991,35,369,0.4917016
1992,27,138,1.0806187
1993,17,108,2.3162072
1994,49,415,2.134702
1995,26,308,0.14167784
1996,11,372,4.2465043
1997,42,358,3.1056447
1998,25,167,1.8692802
1999,13,44,2.0852787
2000,14,296,1.11212
2001,16,400,4.104872
2002,49,363,3.7107203
2003,18,278,0.41517663
2004,22,251,3.970006
2005,19,122,2.2384214
2006,32,333,1.4981815
2007,44,162,1.5004389
2008,15,154,3.4478834
2009,47,10,1.3000807
2010,31,309,1.3513147
2011,19,327,4.797429
2012,33,151,2.3392148
2013,8,292,3.4882882
2014,33,305,1.3868626
2015,18,250,0.4356928
2016,47,258,4.9440703
2017,48,190,4.074274
2018,5,319,4.157753
2019,42,133,2.6851573
2020,9,22,3.6488836
2021,48,114,2.61242
2022,20,285,0.77011174
2023,26,339,3.319211
2024,40,105,3.4715054
2025,26,196,0.124603845
2026,11,54,3.910462
2027,2,382,3.7747016
2028,37,322,4.946593
2029,10,329,1.3379908
2030,13,224,0.93604547
2031,43,96,1.7087834
2032,3,100,2.6815083
2033,17,38,3.176872
2034,11,391,4.361569
2035,45,272,0.6176713
2036,3,287,2.7049596
2037,36,71,3.300526
2038,42,285,3.4371781
2039,33,362,2.4478655
2040,12,279,0.18544997
2041,20,104,2.459037
2042,23,291,3.6779988
2043,19,143,0.435305
2044,36,230,4.2564487
2045,34,40,0.20030412
2046,49,349,4.657095
2047,26,90,2.9296622
2048,13,245,1.2537199
2049,43,40,4.100957
2050,21,421,2.845983
2051,40,382,1.7473623
2052,28,195,1.9516541
2053,5,20,3.442568
2054,26,51,2.6727095
2055,14,64,4.309961
2056,21,328,3.016546
2057,37,183,3.858336
2058,21,335,1.6894463
2059,30,106,3.0649452
2060,1,308,4.4704127
2061,27,223,1.6091627
2062,14,101,4.4925375
2063,22,204,0.86982995
2064,23,298,2.465982
2065,34,149,1.0493132
2066,26,150,2.4557025
2067,5,163,2.7863941
2068,34,385,4.553628
2069,27,291,1.2712606
2070,49,48,1.9735562
2071,33,218,3.4608324
2072,49,302,3.1168897
2073,5,366,0.33298707
2074,12,388,0.24929805
2075,30,386,4.4310226
2076,27,209,2.1663888
2077,1,46,1.2069523
2078,40,309,4.008141
2079,49,238,3.5115223
2080,35,352,1.5517958
2081,15,17,0.3355576
2082,5,5,1.8051021
2083,21,345,3.970611
2084,35,207,4.291341
2085,38,185,0.8607288
2086,25,87,1.3262277
2087,39,283,2.4101055
2088,12,102,0.118796505
2089,9,1,0.99494153
2090,40,376,2.1809611
2091,24,353,4.603385
2092,42,239,2.2042468
2093,8,434,0.31290394
2094,33,323,0.38599613
2095,13,11,0.84920543
2096,35,254,4.9208546
2097,14,327,4.621489
2098,4,60,4.210388
2099,15,302,3.7112873
2100,35,97,4.3291125
2101,14,259,2.2590775
2102,22,14,2.8645153
2103,15,328,4.8542447
2104,48,414,2.1987233
2105,21,283,4.112688
2106,3,163,2.105453
2107,48,166,1.7393584
2108,41,74,3.3169715
2109,30,203,4.0313463
2110,34,186,0.37702814
2111,37,15,1.8912915
2112,1,384,4.02706
2113,15,321,2.4650404
2114,9,221,4.1468835
2115,7,105,4.921127
2116,15,269,0.13027287
2117,3,260,0.40641448
2118,25,268,4.0294805
2119,11,34,3.3454638
2120,4,221,1.133832
2121,48,362,2.1001103
2122,9,379,0.72212905
2123,41,432,0.17812409
2124,2,418,0.48212814
2125,4,234,3.5278525
2126,26,213,3.7094686
2127,35,146,2.343093
2128,14,158,0.13397479
2129,38,377,1.4898753
2130,23,74,2.0685697
2131,45,364,2.1062932
2132,49,213,4.883373
2133,44,164,3.8204317
2134,23,24,0.9450817
2135,33,205,2.5541587
2136,27,401,1.9369423
2137,31,39,1.9605346
2138,25,242,2.2869854
2139,27,193,3.2960868
2140,46,436,4.328907
2141,29,17,4.186809
2142,35,46,3.213556
2143,14,153,3.5605245
2144,34,188,2.3849995
2145,29,340,4.48846
2146,28,174,0.30868495
2147,14,154,4.7057476
2148,4,311,3.0581083
2149,19,131,1.4050189
2150,20,152,1.7361286
2151,13,248,0.15769333
2152,30,365,4.4241595
2153,30,260,3.3472435
2154,47,250,0.17282867
2155,40,91,0.8593606
2156,14,173,2.1775155
2157,46,242,1.5972325
2158,28,53,3.1845675
2159,27,308,4.3826456
2160,43,290,3.5585485
2161,36,123,2.4390547
2162,33,2,2.8285382
2163,23,267,0.36970967
2164,33,115,2.929821
2165,9,98,4.0656204
2166,48,411,4.482604
2167,40,87,2.5247264
2168,40,13,3.2401035
2169,9,125,2.4619458
2170,26,155,2.0994158
2171,24,360,0.25339204
2172,37,412,4.10308
2173,6,184,0.33365843
2174,42,143,4.6160054
2175,20,87,2.5210025
2176,2,8,3.355627
2177,8,175,4.077108
2178,13,305,0.99506384
2179,43,384,1.5884596
2180,37,417,2.5069706
2181,49,184,2.2400026
2182,27,361,4.5168557
2183,23,74,4.783427
2184,46,125,2.4700863
2185,20,145,3.740872
2186,20,187,2.7213843
2187,45,348,4.045132
2188,12,25,1.4850413
2189,18,227,0.44836578
2190,46,12,3.5955906
2191,28,44,0.84345406
2192,16,356,4.286656
2193,12,282,3.9803503
2194,49,302,4.842321
2195,25,436,2.03382
2196,7,59,1.3459775
2197,44,395,4.7102795
2198,15,324,0.21991546
2199,39,305,1.147532
2200,16,98,3.0736563
2201,40,188,0.5536049
2202,16,243,0.54984313
2203,11,402,1.4479151
2204,29,181,3.0431657
2205,14,287,1.6598992
2206,18,277,3.9129574
2207,14,108,1.1607015
2208,43,130,2.1241553
2209,49,413,4.4764895
2210,2,234,4.7998624
2211,50,119,2.2106938
2212,13,397,4.868443
2213,15,109,3.2421334
2214,7,320,2.506333
2215,47,250,4.4982533
2216,8,46,2.479074
2217,22,250,2.6018813
2218,28,1,4.431061
2219,1,331,2.1320248
2220,17,265,1.4327232
2221,44,3,0.73451465
2222,5,214,1.6746314
2223,10,154,0.8597686
2224,25,285,4.751666
2225,10,204,1.7217557
2226,5,149,1.1350414
2227,10,221,4.372066
2228,22,85,0.31169924
2229,29,192,1.008679
2230,30,83,3.4218175
2231,14,346,2.7383158
2232,28,210,4.4582176
2233,19,276,1.6523374
2234,9,323,3.9758263
2235,20,345,1.7616986
2236,24,124,0.84182656
2237,6,368,3.8453314
2238,35,70,2.6699271
2239,11,308,1.8928978
2240,50,16,3.2574391
2241,22,37,1.1498617
2242,22,226,0.723454
2243,23,382,3.5585089
2244,28,283,4.079442
2245,1,181,1.3144102
2246,37,175,4.219272
2247,31,321,0.20420307
2248,44,102,2.0531619
2249,47,225,1.4236393
2250,42,171,1.1860038
2251,18,158,2.6036503
2252,44,302,2.4339836
2253,18,176,2.674738
2254,16,253,3.4106135
2255,38,147,1.8898865
2256,43,316,0.6867587
2257,22,423,0.9232887
2258,24,190,3.7774477
2259,26,396,2.3592165
2260,8,106,3.1845405
2261,36,233,1.4320599
2262,50,388,0.90185523
2263,15,77,2.3309066
2264,8,253,4.182244
2265,20,126,3.35542
2266,36,44,4.030299
2267,46,408,2.255188
2268,35,45,4.3117223
